label,message
spam,u r subscribed 2 textcomp 250 wkly comp  1st wk s free question follows  subsequent wks charged 150p msg 2 unsubscribe txt stop 2 84128 custcare 08712405020
spam,call 09095350301 and send our girls into erotic ecstacy  just 60p min  to stop texts call 08712460324  nat rate
spam,camera   you are awarded a sipix digital camera  call 09061221066 fromm landline  delivery within 28 days
spam,a â 400 xmas reward is waiting for you  our computer has randomly picked you from our loyal mobile customers to receive a â 400 reward  just call 09066380611
spam,important message  this is a final contact attempt  you have important messages waiting out our customer claims dept  expires 13 4 04  call 08717507382 now
spam,dating i have had two of these  only started after i sent a text to talk sport radio last week  any connection do you think or coincidence
spam,the current leading bid is 151  to pause this auction send out  customer care  08718726270
spam,free entry to the gr8prizes wkly comp 4 a chance to win the latest nokia 8800  psp or â 250 cash every wk txt great to 80878 http  www gr8prizes com 08715705022
spam,you have 1 new message  call 0207 083 6089
spam,santa calling  would your little ones like a call from santa xmas eve  call 09058094583 to book your time
spam,you have won a guaranteed 32000 award or maybe even â 1000 cash to claim ur award call free on 0800        18    its a legitimat efreefone number wat do u think
spam,latest news  police station toilet stolen  cops have nothing to go on
spam,for the most sparkling shopping breaks from 45 per person  call 0121 2025050 or visit www shortbreaks org uk
spam,december only  had your mobile 11mths   you are entitled to update to the latest colour camera mobile for free  call the mobile update co free on 08002986906
spam,txt  call to no  86888   claim your reward of 3 hours talk time to use from your phone now  subscribe6gbp mnth inc 3hrs 16 stop txtstop www gamb tv
spam,http  tms  widelive com index  wml id 820554ad0a1705572711 first trueâ c c ringtoneâ
spam,get your garden ready for summer with a free selection of summer bulbs and seeds worth â 33 50 only with the scotsman this saturday  to stop go2 notxt co uk
spam,urgent  last weekend s draw shows that you have won â 1000 cash or a spanish holiday  call now 09050000332 to claim  t c  rstm  sw7 3ss  150ppm
spam,urgent we are trying to contact you last weekends draw shows u have won a â 1000 prize guaranteed call 09064017295 claim code k52 valid 12hrs 150p pm
spam,2p per min to call germany 08448350055 from your bt line  just 2p per min  check planettalkinstant com for info   t s   c s  text stop to opt out
spam,marvel mobile play the official ultimate spider man game  â 4 50  on ur mobile right now  text spider to 83338 for the game   we ll send u a free 8ball wallpaper
spam,sms services  for your inclusive text credits  pls goto www comuk net login  3qxj9 unsubscribe with stop  no extra charge  help 08702840625 comuk  220 cm2 9ae
spam,private  your 2003 account statement for 07808247860 shows 800 un redeemed s  i  m  points  call 08719899229 identifier code  40411 expires 06 11 04
spam,you are awarded a sipix digital camera  call 09061221061 from landline  delivery within 28days  t cs box177  m221bp  2yr warranty  150ppm  16   p pâ 3 99
spam,private  your 2003 account statement for shows 800 un redeemed s i m  points  call 08718738001 identifier code  49557 expires 26 11 04
spam,want explicit sex in 30 secs  ring 02073162414 now  costs 20p min gsex pobox 2667 wc1n 3xx
spam,asked 3mobile if 0870 chatlines inclu in free mins  india cust servs sed yes  l8er got mega bill  3 dont giv a shit  bailiff due in days  i o â 250 3 want â 800
spam,had your contract mobile 11 mnths  latest motorola  nokia etc  all free  double mins   text on orange tariffs  text yes for callback  no to remove from records
spam,reminder from o2  to get 2 50 pounds free call credit and details of great offers pls reply 2 this text with your valid name  house no and postcode
spam,this is the 2nd time we have tried 2 contact u  u have won the â 750 pound prize  2 claim is easy  call 087187272008 now1  only 10p per minute  bt national rate
